,attributes,business_id,categories,city,hours,latitude,longitude,open,review_count,stars,categories_Fastfood,categories_Sandwiches,categories_Pizza,categories_Vegetarian,categories_Barbeque,categories_Tex-Mex,Automotive,categories_Restaurants,categories_CoffeeTea,categories_American_Traditional,categories_Steakhouses,categories_Thai,categories_American_New,categories_ChickenWings,categories_Chinese,categories_Japanese,categories_Empanadas,categories_Italian,categories_Salad,attributes.AcceptsCreditCards,attributes.AcceptsInsurance,attributes.Alcohol,attributes.Ambience.casual,attributes.Ambience.classy,attributes.Ambience.divey,attributes.Ambience.hipster,attributes.Ambience.intimate,attributes.Ambience.romantic,attributes.Ambience.touristy,attributes.Ambience.trendy,attributes.Attire,attributes.BYOB,attributes.BYOB/Corkage,attributes.ByAppointmentOnly,attributes.Caters,attributes.CoatCheck,attributes.Corkage,attributes.Delivery,attributes.DietaryRestrictions.dairyfree,attributes.DietaryRestrictions.glutenfree,attributes.DietaryRestrictions.halal,attributes.DietaryRestrictions.kosher,attributes.DietaryRestrictions.soyfree,attributes.DietaryRestrictions.vegan,attributes.DietaryRestrictions.vegetarian,attributes.DogsAllowed,attributes.DriveThru,attributes.GoodFor.breakfast,attributes.GoodFor.brunch,attributes.GoodFor.dessert,attributes.GoodFor.dinner,attributes.GoodFor.latenight,attributes.GoodFor.lunch,attributes.GoodForDancing,attributes.GoodForGroups,attributes.GoodForKids,attributes.HairTypesSpecializedIn.africanamerican,attributes.HairTypesSpecializedIn.asian,attributes.HairTypesSpecializedIn.coloring,attributes.HairTypesSpecializedIn.curly,attributes.HairTypesSpecializedIn.extensions,attributes.HairTypesSpecializedIn.kids,attributes.HairTypesSpecializedIn.perms,attributes.HairTypesSpecializedIn.straightperms,attributes.HappyHour,attributes.HasTV,attributes.Music.background_music,attributes.Music.dj,attributes.Music.jukebox,attributes.Music.karaoke,attributes.Music.live,attributes.Music.video,attributes.NoiseLevel,attributes.Open24Hours,attributes.OrderatCounter,attributes.OutdoorSeating,attributes.PriceRange,attributes.Smoking,attributes.Takeout,attributes.TakesReservations,attributes.WaiterService,attributes.WheelchairAccessible,attributes.WiFi,attributes.Parking.garage,attributes.Parking.lot,attributes.Parking.street,attributes.Parking.valet,attributes.Parking.validated,hours.Friday.close,hours.Friday.open,hours.Monday.close,hours.Monday.open,hours.Saturday.close,hours.Saturday.open,hours.Sunday.close,hours.Sunday.open,hours.Thursday.close,hours.Thursday.open,hours.Tuesday.close,hours.Tuesday.open,hours.Wednesday.close,hours.Wednesday.open,avg_review_stars,reviews_count,tip_count,checkin_count
141,"{'Has TV': False, 'Attire': 'casual', 'Delivery': False, 'Good for Kids': True, 'Alcohol': 'none', 'Good For Groups': True, 'Price Range': 1, 'Take-out': True, 'Takes Reservations': False, 'Waiter Service': False, 'Outdoor Seating': False, 'Drive-Thru': True, 'Accepts Credit Cards': True}",bXsc7bNjgQ12LJGwgyaQUA,"['Burgers', 'Fast Food', 'Restaurants', 1]",Chandler,{},33.304722,-111.944321,True,8,2.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,2,2,2,2,2,2,2,1,2,0,2,2,2,2,0,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,0,1,2,1,0,0,2,2,2,2,2,2,2,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2.4285714285714284,7,2,53
142,"{'Delivery': False, 'Attire': 'casual', 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': True, 'street': False}, 'Good for Kids': True, 'Good For Groups': True, 'Price Range': 2, 'Ambience': {'classy': False, 'touristy': False, 'casual': False, 'divey': True, 'romantic': False, 'intimate': False, 'hipster': False, 'trendy': False, 'upscale': False}, 'Takes Reservations': False, 'Wheelchair Accessible': True, 'Outdoor Seating': False, 'Coat Check': False, 'Has TV': True, 'Good For Dancing': False, 'Happy Hour': True, 'Music': {'dj': False}, 'Take-out': True, 'Alcohol': 'full_bar', 'Noise Level': 'average', 'Wi-Fi': 'free', 'Good For': {'breakfast': False, 'dinner': False, 'brunch': True, 'dessert': False, 'latenight': False, 'lunch': False}, 'Waiter Service': True, 'Caters': False, 'Accepts Credit Cards': True}",ivu21BhbezZO9se1ueFZdw,"['Bars', 'Restaurants', 'American (Traditional)', 'Sports Bars', 'Nightlife', 1]",Mesa,"{'Tuesday': {'close': '01:00', 'open': '11:00'}, 'Friday': {'close': '02:00', 'open': '11:00'}, 'Saturday': {'close': '02:00', 'open': '11:00'}, 'Sunday': {'close': '01:00', 'open': '11:00'}, 'Wednesday': {'close': '01:00', 'open': '11:00'}, 'Thursday': {'close': '01:00', 'open': '11:00'}, 'Monday': {'close': '01:00', 'open': '11:00'}}",33.3209915,-111.6852692,True,53,3.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,2,0,0,1,0,0,0,0,0,1,2,0,2,0,0,2,0,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,1,2,2,0,2,2,2,2,2,2,2,0,2,2,1,0,1,1,1,0,1,0,0,0,2,11,1,11,2,11,1,11,1,11,1,11,1,11,2.8823529411764706,51,10,107
143,"{'Price Range': 1, 'Delivery': False, 'Accepts Credit Cards': True, 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': False, 'street': False}}",j7VSCsghJpMIOzTORGo7SQ,"['Bakeries', 'Food', 1]",Glendale,{},33.5387244,-112.1737702,True,7,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,2,2,2,2,2,2,2,0,2,0,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,1,2,2,2,2,2,2,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3.4,5,3,12
144,"{'Good For Groups': True, 'Has TV': False, 'Accepts Credit Cards': True, 'Takes Reservations': False, 'Good for Kids': True, 'Delivery': False, 'Take-out': True, 'Alcohol': 'none'}",4jxKmU2No9hGWCZuYPjeLQ,"['Fast Food', 'Mexican', 'Tex-Mex', 'Restaurants', 1]",Phoenix,"{'Tuesday': {'close': '01:00', 'open': '07:00'}, 'Friday': {'close': '02:00', 'open': '07:00'}, 'Saturday': {'close': '02:00', 'open': '07:00'}, 'Sunday': {'close': '01:00', 'open': '07:00'}, 'Wednesday': {'close': '01:00', 'open': '07:00'}, 'Thursday': {'close': '01:00', 'open': '07:00'}, 'Monday': {'close': '01:00', 'open': '07:00'}}",33.46898,-112.22115,True,5,2.5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,2,2,2,2,2,2,2,0,2,0,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,0,2,1,0,2,2,2,2,2,2,2,2,2,7,1,7,2,7,1,7,1,7,1,7,1,7,2.6,5,4,17
145,"{'Delivery': False, 'Attire': 'casual', 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': True, 'street': False}, 'Good for Kids': True, 'Good For Groups': True, 'Price Range': 2, 'Ambience': {'classy': False, 'touristy': False, 'casual': False, 'divey': True, 'romantic': False, 'intimate': False, 'hipster': False, 'trendy': False, 'upscale': False}, 'Takes Reservations': False, 'Wheelchair Accessible': True, 'Outdoor Seating': False, 'BYOB/Corkage': 'yes_free', 'Corkage': False, 'Has TV': True, 'Dogs Allowed': False, 'Take-out': True, 'Alcohol': 'full_bar', 'Noise Level': 'average', 'Wi-Fi': 'free', 'BYOB': False, 'Good For': {'breakfast': False, 'dinner': True, 'brunch': False, 'dessert': False, 'latenight': False, 'lunch': False}, 'Waiter Service': True, 'Caters': False, 'Accepts Credit Cards': True}",18TUn9oiW0k0yB6lheiOvw,"['Steakhouses', 'Restaurants', 1]",Phoenix,"{'Tuesday': {'close': '22:00', 'open': '11:00'}, 'Friday': {'close': '22:00', 'open': '11:00'}, 'Saturday': {'close': '22:00', 'open': '11:00'}, 'Sunday': {'close': '22:00', 'open': '10:00'}, 'Wednesday': {'close': '22:00', 'open': '11:00'}, 'Thursday': {'close': '22:00', 'open': '11:00'}, 'Monday': {'close': '22:00', 'open': '11:00'}}",33.523984,-112.04698,True,352,4.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,2,0,0,1,0,0,0,0,0,1,0,2,2,0,2,0,0,2,2,2,2,2,2,2,0,2,0,0,0,1,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,1,0,1,1,1,0,1,0,0,0,22,11,22,11,22,11,22,10,22,11,22,11,22,11,4.066869300911854,329,85,906
146,"{'Price Range': 2, 'By Appointment Only': False, 'Accepts Credit Cards': True, 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': False, 'street': False}}",7dqqWs00NLwms90F-PITVA,"['Shopping', 'Drugstores', 'Beauty & Spas', 'Food', 'Convenience Stores', 'Cosmetics & Beauty Supply', 1]",Scottsdale,"{'Tuesday': {'close': '22:00', 'open': '08:00'}, 'Friday': {'close': '22:00', 'open': '08:00'}, 'Saturday': {'close': '22:00', 'open': '08:00'}, 'Sunday': {'close': '22:00', 'open': '08:00'}, 'Wednesday': {'close': '22:00', 'open': '08:00'}, 'Thursday': {'close': '22:00', 'open': '08:00'}, 'Monday': {'close': '22:00', 'open': '08:00'}}",33.699247,-111.889205,True,3,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,2,2,2,2,2,2,2,0,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,22,8,22,8,22,8,22,8,22,8,22,8,22,8,3.3333333333333335,3,2,89
147,"{'Price Range': 2, 'Wheelchair Accessible': True, 'Delivery': False, 'Accepts Credit Cards': True, 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': True, 'street': False}}",thlCF7B2DIhkOuyQXj6liw,"['Food', 'Bakeries', 'Grocery', 'Convenience Stores', 1]",Tempe,"{'Tuesday': {'close': '00:00', 'open': '00:00'}, 'Friday': {'close': '00:00', 'open': '00:00'}, 'Saturday': {'close': '00:00', 'open': '00:00'}, 'Sunday': {'close': '00:00', 'open': '00:00'}, 'Wednesday': {'close': '00:00', 'open': '00:00'}, 'Thursday': {'close': '00:00', 'open': '00:00'}, 'Monday': {'close': '00:00', 'open': '00:00'}}",33.3777386879169,-111.94558403626,False,44,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,2,2,2,2,2,2,2,0,2,0,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7045454545454546,44,14,262
148,"{'Delivery': False, 'Attire': 'casual', 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': True, 'street': False}, 'Good for Kids': True, 'Good For Groups': True, 'Price Range': 2, 'Ambience': {'classy': False, 'touristy': False, 'casual': True, 'divey': False, 'romantic': False, 'intimate': False, 'hipster': False, 'trendy': False, 'upscale': False}, 'Takes Reservations': False, 'Wheelchair Accessible': True, 'Outdoor Seating': False, 'BYOB/Corkage': 'yes_free', 'Corkage': False, 'Has TV': True, 'Take-out': True, 'Alcohol': 'beer_and_wine', 'Noise Level': 'average', 'Wi-Fi': 'no', 'BYOB': False, 'Good For': {'breakfast': False, 'dinner': True, 'brunch': False, 'dessert': False, 'latenight': False, 'lunch': True}, 'Waiter Service': True, 'Caters': False, 'Accepts Credit Cards': True}",cfy-C6XNFt-F-dCQfK7EDQ,"['Sushi Bars', 'Restaurants', 1]",Chandler,"{'Tuesday': {'close': '21:30', 'open': '11:00'}, 'Friday': {'close': '21:30', 'open': '11:00'}, 'Saturday': {'close': '21:30', 'open': '12:00'}, 'Wednesday': {'close': '21:30', 'open': '11:00'}, 'Thursday': {'close': '21:30', 'open': '11:00'}, 'Monday': {'close': '21:30', 'open': '09:00'}}",33.2612119,-111.8571433,True,136,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,0,0,0,0,0,0,0,1,0,2,2,0,2,0,0,2,2,2,2,2,2,2,2,2,0,0,0,1,0,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,1,0,1,1,0,0,1,0,0,0,21,11,21,9,21,12,25,25,21,11,21,11,21,11,3.8151260504201683,119,40,327
149,"{'Price Range': 2, 'Wheelchair Accessible': True, 'Accepts Credit Cards': True, 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': True, 'street': False}}",Hzd20nEBE7i-Dxd8Qg85cA,"['Food', 'Grocery', 'Farmers Market', 1]",Phoenix,"{'Tuesday': {'close': '22:00', 'open': '07:00'}, 'Friday': {'close': '22:00', 'open': '07:00'}, 'Saturday': {'close': '22:00', 'open': '07:00'}, 'Sunday': {'close': '22:00', 'open': '07:00'}, 'Wednesday': {'close': '22:00', 'open': '07:00'}, 'Thursday': {'close': '22:00', 'open': '07:00'}, 'Monday': {'close': '22:00', 'open': '07:00'}}",33.554586,-112.101153,True,50,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,2,2,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,1,2,0,1,0,0,0,22,7,22,7,22,7,22,7,22,7,22,7,22,7,3.933333333333333,45,19,498
150,"{'Noise Level': 'average', 'Delivery': False, 'Attire': 'casual', 'Has TV': True, 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': True, 'street': False}, 'Take-out': True, 'Alcohol': 'full_bar', 'Good For Groups': True, 'Price Range': 1, 'Ambience': {'classy': False, 'touristy': False, 'casual': True, 'divey': False, 'romantic': False, 'intimate': False, 'hipster': False, 'trendy': False, 'upscale': False}, 'Wi-Fi': 'no', 'Good for Kids': True, 'Good For': {'breakfast': False, 'dinner': False, 'brunch': False, 'dessert': False, 'latenight': False, 'lunch': True}, 'Takes Reservations': False, 'Waiter Service': True, 'Outdoor Seating': False, 'Caters': False, 'Accepts Credit Cards': True}",-vaGR2CXNS4NZrMdctSkGA,"['Mexican', 'Restaurants', 1]",Phoenix,{},33.4944597,-112.1528966,True,48,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,1,2,0,2,0,2,2,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,2,1,0,1,2,0,0,1,0,0,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4.088888888888889,45,15,145
151,"{'Has TV': False, 'Attire': 'casual', 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': False, 'street': False}, 'Take-out': True, 'Delivery': False, 'Good For Groups': True, 'Price Range': 2, 'Good for Kids': True, 'Takes Reservations': False, 'Drive-Thru': True, 'Outdoor Seating': False, 'Caters': False, 'Accepts Credit Cards': True}",lgMFDLFxGDon26AMizZSlQ,"['Fast Food', 'Chicken Wings', 'Restaurants', 1]",Phoenix,"{'Tuesday': {'close': '23:00', 'open': '10:00'}, 'Friday': {'close': '12:00', 'open': '10:00'}, 'Saturday': {'close': '12:00', 'open': '10:00'}, 'Sunday': {'close': '23:00', 'open': '10:00'}, 'Wednesday': {'close': '23:00', 'open': '10:00'}, 'Thursday': {'close': '12:00', 'open': '10:00'}, 'Monday': {'close': '23:00', 'open': '10:00'}}",33.3779,-112.073,True,11,1.5,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,0,2,2,2,2,2,2,2,2,1,2,0,2,0,2,2,0,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,0,2,2,1,0,2,2,2,0,0,0,0,0,12,10,23,10,12,10,23,10,12,10,23,10,23,10,1.8,10,4,28
152,"{'Has TV': False, 'Attire': 'casual', 'Take-out': True, 'Alcohol': 'none', 'Good For Groups': False, 'Price Range': 2, 'Wi-Fi': 'free', 'Good for Kids': True, 'Good For': {'breakfast': False, 'dinner': False, 'brunch': False, 'dessert': False, 'latenight': False, 'lunch': False}, 'Takes Reservations': False, 'Drive-Thru': True, 'Outdoor Seating': False, 'Delivery': False, 'Accepts Credit Cards': True}",e6-owFrAHlsFeUfIOdP1Ow,"['Fast Food', 'Restaurants', 1]",Mesa,{},33.3811829,-111.8406862,True,6,2.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,2,2,2,2,2,2,2,1,2,0,2,2,2,2,0,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,0,2,2,1,0,2,2,1,2,2,2,2,2,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2.1666666666666665,6,3,44
153,"{'Outdoor Seating': False, 'Accepts Credit Cards': True}",ILq2a9DlPDzTWG8t-fOwXw,"['Specialty Schools', 'Cooking Schools', 'Cafes', 'Colleges & Universities', 'Education', 'Restaurants', 1]",Scottsdale,{},33.4999272,-111.9256855,False,3,3.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,2,2,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,0,0,2,2,2,2,2,2,2,2,2,2,2,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3.3333333333333335,3,2,11
154,"{'Has TV': False, 'Waiter Service': False, 'Attire': 'casual', 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': False, 'street': False}, 'Good For Groups': True, 'Delivery': False, 'Drive-Thru': True, 'Take-out': True, 'Alcohol': 'none', 'Noise Level': 'average', 'Price Range': 1, 'Ambience': {'classy': False, 'touristy': False, 'casual': False, 'divey': False, 'romantic': False, 'intimate': False, 'hipster': False, 'trendy': False, 'upscale': False}, 'Wi-Fi': 'no', 'Good for Kids': True, 'Good For': {'breakfast': False, 'dinner': False, 'brunch': False, 'dessert': True, 'latenight': False, 'lunch': False}, 'Takes Reservations': False, 'Wheelchair Accessible': True, 'Outdoor Seating': False, 'Caters': False, 'Accepts Credit Cards': True}",5C4gtiP5qkBKFF3og7Wt3g,"['Food', 'Ice Cream & Frozen Yogurt', 'Fast Food', 'Restaurants', 1]",Mesa,{},33.4101202,-111.68494,True,8,3.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,2,0,2,0,2,2,0,2,2,2,2,2,2,2,2,1,0,0,1,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,2,1,0,0,1,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3.25,8,6,65
155,"{'Noise Level': 'average', 'Delivery': False, 'Attire': 'casual', 'Has TV': True, 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': True, 'street': False}, 'Take-out': True, 'Alcohol': 'none', 'Good For Groups': True, 'Price Range': 1, 'Ambience': {'classy': False, 'touristy': False, 'casual': True, 'divey': False, 'romantic': False, 'intimate': False, 'hipster': False, 'trendy': False, 'upscale': False}, 'Wi-Fi': 'no', 'Good for Kids': True, 'Good For': {'breakfast': False, 'dinner': True, 'brunch': False, 'dessert': False, 'latenight': False, 'lunch': False}, 'Takes Reservations': False, 'Waiter Service': False, 'Outdoor Seating': False, 'Caters': True, 'Accepts Credit Cards': True}",hXTKcUf44oTTQAbhh4iC7Q,"['Mexican', 'Restaurants', 1]",Buckeye,{},33.406692,-112.5909079,True,25,2.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,1,2,0,2,1,2,2,0,2,2,2,2,2,2,2,2,2,0,0,0,1,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,2,1,0,0,2,0,0,1,0,0,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2.347826086956522,23,7,40
156,"{'Outdoor Seating': True, 'Price Range': 1, 'Wi-Fi': 'free', 'Accepts Credit Cards': True, 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': False, 'street': False}}",IG9S8954noz6PFWo7LSt_w,"['Food', 'Coffee & Tea', 1]",Mesa,"{'Tuesday': {'close': '20:30', 'open': '06:30'}, 'Friday': {'close': '15:00', 'open': '06:30'}, 'Saturday': {'close': '13:00', 'open': '08:00'}, 'Wednesday': {'close': '20:30', 'open': '06:30'}, 'Thursday': {'close': '20:30', 'open': '06:30'}, 'Monday': {'close': '20:30', 'open': '06:30'}}",33.3909213537688,-111.873089651066,True,5,4.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,2,2,2,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,1,1,2,2,2,2,2,1,0,0,0,0,0,15,6,20,6,13,8,25,25,20,6,20,6,20,6,4.0,6,5,26
157,"{'Delivery': True, 'Attire': 'casual', 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': False, 'street': True}, 'Good for Kids': True, 'Good For Groups': True, 'Price Range': 1, 'Ambience': {'classy': False, 'touristy': False, 'casual': True, 'divey': False, 'romantic': False, 'intimate': False, 'hipster': False, 'trendy': False, 'upscale': False}, 'Takes Reservations': False, 'Wheelchair Accessible': True, 'Outdoor Seating': True, 'BYOB/Corkage': 'yes_free', 'Corkage': False, 'Has TV': True, 'Take-out': True, 'Alcohol': 'beer_and_wine', 'Noise Level': 'average', 'Wi-Fi': 'no', 'BYOB': False, 'Good For': {'breakfast': False, 'dinner': False, 'brunch': False, 'dessert': False, 'latenight': False, 'lunch': True}, 'Waiter Service': False, 'Caters': False, 'Accepts Credit Cards': True}",ptIRdaZlXxuVJTiJDFJCIw,"['Pizza', 'Restaurants', 1]",Phoenix,{},33.448402,-112.0714244,True,43,2.5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,0,0,0,0,0,0,0,1,0,2,2,0,2,0,1,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,0,0,1,0,0,0,1,0,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2.25,40,13,74
158,"{'Noise Level': 'average', 'Delivery': False, 'Attire': 'casual', 'Has TV': True, 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': True, 'street': False}, 'Take-out': True, 'Alcohol': 'none', 'Good For Groups': False, 'Price Range': 2, 'Ambience': {'classy': False, 'touristy': False, 'casual': False, 'divey': True, 'romantic': False, 'intimate': False, 'hipster': False, 'trendy': False, 'upscale': False}, 'Wi-Fi': 'no', 'Good for Kids': True, 'Good For': {'breakfast': True, 'dinner': False, 'brunch': False, 'dessert': False, 'latenight': False, 'lunch': False}, 'Takes Reservations': False, 'Waiter Service': True, 'Outdoor Seating': False, 'Caters': True, 'Accepts Credit Cards': True}",0Jouvs4G3d6CcG3pYGZ20A,"['Breakfast & Brunch', 'Mexican', 'Diners', 'Restaurants', 1]",Phoenix,{},33.524003,-112.1130414,True,24,2.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,1,2,0,2,1,2,2,0,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,1,0,1,2,0,0,1,0,0,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2.619047619047619,21,3,47
159,"{'Delivery': False, 'Attire': 'casual', 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': False, 'street': True}, 'Smoking': 'outdoor', 'Good for Kids': False, 'Good For Groups': True, 'Price Range': 2, 'Ambience': {'classy': False, 'touristy': False, 'casual': False, 'divey': False, 'romantic': False, 'intimate': False, 'hipster': False, 'trendy': False, 'upscale': False}, 'Takes Reservations': False, 'Wheelchair Accessible': True, 'Outdoor Seating': True, 'Coat Check': False, 'Has TV': False, 'Good For Dancing': True, 'Happy Hour': True, 'Music': {'video': False, 'dj': False, 'live': False, 'background_music': False, 'jukebox': False, 'karaoke': False}, 'Take-out': False, 'Alcohol': 'full_bar', 'Noise Level': 'average', 'Wi-Fi': 'no', 'Good For': {'breakfast': False, 'dinner': False, 'brunch': False, 'dessert': False, 'latenight': True, 'lunch': False}, 'Waiter Service': True, 'Caters': False, 'Accepts Credit Cards': True}",NcAI7SE1SNlrOEfFg9Wzuw,"['Bars', 'Dance Clubs', 'Nightlife', 'Lounges', 'American (New)', 'Restaurants', 1]",Phoenix,"{'Tuesday': {'close': '01:00', 'open': '16:00'}, 'Friday': {'close': '02:00', 'open': '16:00'}, 'Saturday': {'close': '00:00', 'open': '16:00'}, 'Sunday': {'close': '00:00', 'open': '16:00'}, 'Wednesday': {'close': '01:00', 'open': '16:00'}, 'Thursday': {'close': '01:00', 'open': '16:00'}, 'Monday': {'close': '01:00', 'open': '16:00'}}",33.4504587,-112.0740771,False,32,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,1,2,0,2,0,0,2,0,2,2,2,2,2,2,2,2,2,0,0,0,0,1,0,1,1,2,2,2,2,2,2,2,2,2,1,2,0,0,0,0,0,0,2,2,2,1,2,1,0,0,1,1,0,0,0,1,0,0,2,16,1,16,0,16,0,16,1,16,1,16,1,16,2.967741935483871,31,17,104
